id	population	place	location
36040	2495	Naju-si	36040 Naju-si
3604011	161	Nampyeong-eup	3604011 Nampyeong-eup
3604031	54	Seji-myeon	3604031 Seji-myeon
3604032	58	Wanggok-myeon	3604032 Wanggok-myeon
3604033	37	Bannam-myeon	3604033 Bannam-myeon
3604034	38	Gongsan-myeon	3604034 Gongsan-myeon
3604035	61	Donggang-myeon	3604035 Donggang-myeon
3604036	94	Dasi-myeon	3604036 Dasi-myeon
3604037	119	Munpyeong-myeon	3604037 Munpyeong-myeon
3604038	386	Noan-myeon	3604038 Noan-myeon
3604039	102	Geumcheon-myeon	3604039 Geumcheon-myeon
3604040	154	Sanpo-myeon	3604040 Sanpo-myeon
3604041	25	Dado-myeon	3604041 Dado-myeon
3604042	103	Bonghwang-myeon	3604042 Bonghwang-myeon
3604051	82	Songwol-dong	3604051 Songwol-dong
3604052	80	Yeonggang-dong	3604052 Yeonggang-dong
3604054	63	Geumnam-dong	3604054 Geumnam-dong
3604055	464	Seongbuk-dong	3604055 Seongbuk-dong
3604058	112	Yeongsan-dong	3604058 Yeongsan-dong
3604060	257	Ichang-dong	3604060 Ichang-dong
3604061	45	Bitgaram-dong	3604061 Bitgaram-dong
36060	1703	Gwangyang-si	36060 Gwangyang-si
3606011	725	Gwangyang-eup	3606011 Gwangyang-eup
3606031	39	Bonggang-myeon	3606031 Bonggang-myeon
3606032	19	Ongnyong-myeon	3606032 Ongnyong-myeon
3606033	26	Okgok-myeon	3606033 Okgok-myeon
3606034	23	Jinsang-myeon	3606034 Jinsang-myeon
3606035	44	Jinwol-myeon	3606035 Jinwol-myeon
3606036	22	Daap-myeon	3606036 Daap-myeon
3606051	39	Golyak-dong	3606051 Golyak-dong
3606053	541	Jungma-dong	3606053 Jungma-dong
3606054	106	Gwangyeong-dong	3606054 Gwangyeong-dong
3606055	66	Taein-dong	3606055 Taein-dong
3606056	53	Geumho-dong	3606056 Geumho-dong
36310	1102	Damyang-gun	36310 Damyang-gun
3631011	191	Damyang-eup	3631011 Damyang-eup
3631031	127	Bongsan-myeon	3631031 Bongsan-myeon
3631032	77	Goseo-myeon	3631032 Goseo-myeon
3631033	23	Nam-myeon	3631033 Nam-myeon
3631034	91	Changpyeong-myeon	3631034 Changpyeong-myeon
3631035	7	Daedeok-myeon	3631035 Daedeok-myeon
3631036	117	Mujeong-myeon	3631036 Mujeong-myeon
3631037	190	Geumseong-myeon	3631037 Geumseong-myeon
3631038	21	Yong-myeon	3631038 Yong-myeon
3631039	74	Wolsan-myeon	3631039 Wolsan-myeon
3631040	94	Subuk-myeon	3631040 Subuk-myeon
3631041	90	Daejeon-myeon	3631041 Daejeon-myeon
36320	466	Gokseong-gun	36320 Gokseong-gun
3632011	68	Gokseong-eup	3632011 Gokseong-eup
3632031	19	Ogok-myeon	3632031 Ogok-myeon
3632032	32	Samgi-myeon	3632032 Samgi-myeon
3632033	115	Seokgok-myeon	3632033 Seokgok-myeon
3632034	6	Moksadong-myeon	3632034 Moksadong-myeon
3632035	8	Jukgok-myeon	3632035 Jukgok-myeon
3632036	16	Godal-myeon	3632036 Godal-myeon
3632037	84	Okgwa-myeon	3632037 Okgwa-myeon
3632038	31	Ip-myeon	3632038 Ip-myeon
3632039	63	Gyeom-myeon	3632039 Gyeom-myeon
3632040	24	Osan-myeon	3632040 Osan-myeon
36330	256	Gurye-gun	36330 Gurye-gun
3633011	81	Gurye-eup	3633011 Gurye-eup
3633031	9	Muncheok-myeon	3633031 Muncheok-myeon
3633032	46	Ganjeon-myeon	3633032 Ganjeon-myeon
3633033	21	Toji-myeon	3633033 Toji-myeon
3633034	20	Masan-myeon	3633034 Masan-myeon
3633035	28	Gwangui-myeon	3633035 Gwangui-myeon
3633036	22	Yongbang-myeon	3633036 Yongbang-myeon
3633037	29	Sandong-myeon	3633037 Sandong-myeon
36350	926	Goheung-gun	36350 Goheung-gun
3635011	68	Goheung-eup	3635011 Goheung-eup
3635012	219	Doyang-eup	3635012 Doyang-eup
3635031	46	Pungyang-myeon	3635031 Pungyang-myeon
3635032	77	Dodeok-myeon	3635032 Dodeok-myeon
3635033	56	Geumsan-myeon	3635033 Geumsan-myeon
3635034	119	Dohwa-myeon	3635034 Dohwa-myeon
3635035	64	Podu-myeon	3635035 Podu-myeon
3635036	42	Bongnae-myeon	3635036 Bongnae-myeon
3635037	45	Dongil-myeon	3635037 Dongil-myeon
3635038	23	Jeomam-myeon	3635038 Jeomam-myeon
3635039	7	Yeongnam-myeon	3635039 Yeongnam-myeon
3635040	18	Gwayeok-myeon	3635040 Gwayeok-myeon
3635041	31	Namyang-myeon	3635041 Namyang-myeon
3635042	66	Donggang-myeon	3635042 Donggang-myeon
3635043	25	Daeseo-myeon	3635043 Daeseo-myeon
3635044	20	Duwon-myeon	3635044 Duwon-myeon
36360	470	Boseong-gun	36360 Boseong-gun
3636011	99	Boseong-eup	3636011 Boseong-eup
3636012	149	Beolgyo-eup	3636012 Beolgyo-eup
3636031	10	Nodong-myeon	3636031 Nodong-myeon
3636032	47	Miryeok-myeon	3636032 Miryeok-myeon
3636033	12	Gyeombaek-myeon	3636033 Gyeombaek-myeon
3636034	14	Yureo-myeon	3636034 Yureo-myeon
3636035	27	Bongnae-myeon	3636035 Bongnae-myeon
3636036	9	Mundeok-myeon	3636036 Mundeok-myeon
3636037	57	Joseong-myeon	3636037 Joseong-myeon
3636038	22	Deungnyang-myeon	3636038 Deungnyang-myeon
3636039	24	Hoecheon-myeon	3636039 Hoecheon-myeon
3636040		Ungchi-myeon	3636040 Ungchi-myeon
36370	1013	Hwasun-gun	36370 Hwasun-gun
3637011	464	Hwasun-eup	3637011 Hwasun-eup
3637031	32	Hancheon-myeon	3637031 Hancheon-myeon
3637032	22	Chunyang-myeon	3637032 Chunyang-myeon
3637033	11	Cheongpung-myeon	3637033 Cheongpung-myeon
3637034	60	Iyang-myeon	3637034 Iyang-myeon
3637035	51	Neungju-myeon	3637035 Neungju-myeon
3637036	156	Dogok-myeon	3637036 Dogok-myeon
3637037	14	Doam-myeon	3637037 Doam-myeon
3637038	7	Iseo-myeon	3637038 Iseo-myeon
3637039	25	Buk-myeon	3637039 Buk-myeon
3637040	63	Dongbok-myeon	3637040 Dongbok-myeon
3637041	22	Nam-myeon	3637041 Nam-myeon
3637042	86	Dong-myeon	3637042 Dong-myeon
36380	564	Jangheung-gun	36380 Jangheung-gun
3638011	222	Jangheung-eup	3638011 Jangheung-eup
3638012	72	Gwansan-eup	3638012 Gwansan-eup
3638013	46	Daedeok-eup	3638013 Daedeok-eup
3638031	33	Yongsan-myeon	3638031 Yongsan-myeon
3638032	55	Anyang-myeon	3638032 Anyang-myeon
3638033	12	Jangdong-myeon	3638033 Jangdong-myeon
3638034	51	Jangpyeong-myeon	3638034 Jangpyeong-myeon
3638035	21	Yuchi-myeon	3638035 Yuchi-myeon
3638036	21	Busan-myeon	3638036 Busan-myeon
3638037	31	Hoejin-myeon	3638037 Hoejin-myeon
36390	457	Gangjin-gun	36390 Gangjin-gun
3639011	138	Gangjin-eup	3639011 Gangjin-eup
3639031	48	Gundong-myeon	3639031 Gundong-myeon
3639032	36	Chillyang-myeon	3639032 Chillyang-myeon
3639033	15	Daegu-myeon	3639033 Daegu-myeon
3639034	44	Maryang-myeon	3639034 Maryang-myeon
3639035	48	Doam-myeon	3639035 Doam-myeon
3639036	35	Sinjeon-myeon	3639036 Sinjeon-myeon
3639037	36	Seongjeon-myeon	3639037 Seongjeon-myeon
3639038	25	Jakcheon-myeon	3639038 Jakcheon-myeon
3639039	16	Byeongyeong-myeon	3639039 Byeongyeong-myeon
3639040	16	Omcheon-myeon	3639040 Omcheon-myeon
36400	1510	Haenam-gun	36400 Haenam-gun
3640011	218	Haenam-eup	3640011 Haenam-eup
3640031	21	Samsan-myeon	3640031 Samsan-myeon
3640032	79	Hwasan-myeon	3640032 Hwasan-myeon
3640033	49	Hyeonsan-myeon	3640033 Hyeonsan-myeon
3640034	168	Songji-myeon	3640034 Songji-myeon
3640035	64	Bukpyeong-myeon	3640035 Bukpyeong-myeon
3640036	12	Bugil-myeon	3640036 Bugil-myeon
3640037	49	Okcheon-myeon	3640037 Okcheon-myeon
3640038	30	Gyegok-myeon	3640038 Gyegok-myeon
3640039	78	Masan-myeon	3640039 Masan-myeon
3640040	106	Hwangsan-myeon	3640040 Hwangsan-myeon
3640041	104	Sani-myeon	3640041 Sani-myeon
3640042	132	Munnae-myeon	3640042 Munnae-myeon
3640043	400	Hwawon-myeon	3640043 Hwawon-myeon
36410	6258	Yeongam-gun	36410 Yeongam-gun
3641011	127	Yeongam-eup	3641011 Yeongam-eup
3641012	5674	Samho-eup	3641012 Samho-eup
3641031	28	Deokjin-myeon	3641031 Deokjin-myeon
3641032	12	Geumjeong-myeon	3641032 Geumjeong-myeon
3641033	68	Sinbuk-myeon	3641033 Sinbuk-myeon
3641034	55	Sijong-myeon	3641034 Sijong-myeon
3641035	41	Dopo-myeon	3641035 Dopo-myeon
3641036	123	Gunseo-myeon	3641036 Gunseo-myeon
3641037	25	Seoho-myeon	3641037 Seoho-myeon
3641038	66	Haksan-myeon	3641038 Haksan-myeon
3641039	39	Miam-myeon	3641039 Miam-myeon
36420	1748	Muan-gun	36420 Muan-gun
3642011	413	Muan-eup	3642011 Muan-eup
3642012	146	Illo-eup	3642012 Illo-eup
3642013	261	Samhyang-eup	3642013 Samhyang-eup
3642032	37	Mongtan-myeon	3642032 Mongtan-myeon
3642033	470	Cheonggye-myeon	3642033 Cheonggye-myeon
3642034	171	Hyeongyeong-myeon	3642034 Hyeongyeong-myeon
3642035	31	Mangun-myeon	3642035 Mangun-myeon
3642036	64	Haeje-myeon	3642036 Haeje-myeon
3642037	155	Unnam-myeon	3642037 Unnam-myeon
36430	682	Hampyeong-gun	36430 Hampyeong-gun
3643011	96	Hampyeong-eup	3643011 Hampyeong-eup
3643031	39	Sonbul-myeon	3643031 Sonbul-myeon
3643032	28	Singwang-myeon	3643032 Singwang-myeon
3643033	154	Hakgyo-myeon	3643033 Hakgyo-myeon
3643034	37	Eomda-myeon	3643034 Eomda-myeon
3643035	20	Daedong-myeon	3643035 Daedong-myeon
3643036	42	Nasan-myeon	3643036 Nasan-myeon
3643037	81	Haebo-myeon	3643037 Haebo-myeon
3643038	185	Worya-myeon	3643038 Worya-myeon
36440	834	Yeonggwang-gun	36440 Yeonggwang-gun
3644011	226	Yeonggwang-eup	3644011 Yeonggwang-eup
3644012	68	Baeksu-eup	3644012 Baeksu-eup
3644013	112	Hongnong-eup	3644013 Hongnong-eup
3644031	22	Daema-myeon	3644031 Daema-myeon
3644032	39	Myoryang-myeon	3644032 Myoryang-myeon
3644033	16	Bulgap-myeon	3644033 Bulgap-myeon
3644034	87	Gunseo-myeon	3644034 Gunseo-myeon
3644035	20	Gunnam-myeon	3644035 Gunnam-myeon
3644036	81	Yeomsan-myeon	3644036 Yeomsan-myeon
3644037	155	Beopseong-myeon	3644037 Beopseong-myeon
3644038	8	Nagwol-myeon	3644038 Nagwol-myeon
36450	1266	Jangseong-gun	36450 Jangseong-gun
3645011	217	Jangseong-eup	3645011 Jangseong-eup
3645031	35	Jinwon-myeon	3645031 Jinwon-myeon
3645032	36	Nam-myeon	3645032 Nam-myeon
3645033	339	Donghwa-myeon	3645033 Donghwa-myeon
3645034	57	Samseo-myeon	3645034 Samseo-myeon
3645035	146	Samgye-myeon	3645035 Samgye-myeon
3645036	251	Hwangnyong-myeon	3645036 Hwangnyong-myeon
3645037	26	Seosam-myeon	3645037 Seosam-myeon
3645038	51	Bugil-myeon	3645038 Bugil-myeon
3645039	85	Bugi-myeon	3645039 Bugi-myeon
3645040	23	Bukha-myeon	3645040 Bukha-myeon
36460	1508	Wando-gun	36460 Wando-gun
3646011	323	Wando-eup	3646011 Wando-eup
3646012	161	Geumil-eup	3646012 Geumil-eup
3646013	190	Nohwa-eup	3646013 Nohwa-eup
3646031	89	Gunoe-myeon	3646031 Gunoe-myeon
3646032	137	Sinji-myeon	3646032 Sinji-myeon
3646033	271	Gogeum-myeon	3646033 Gogeum-myeon
3646034	85	Yaksan-myeon	3646034 Yaksan-myeon
3646035	19	Cheongsan-myeon	3646035 Cheongsan-myeon
3646036	96	Soan-myeon	3646036 Soan-myeon
3646037	34	Geumdang-myeon	3646037 Geumdang-myeon
3646038	82	Bogil-myeon	3646038 Bogil-myeon
3646039	21	Saengil-myeon	3646039 Saengil-myeon
36470	924	Jindo-gun	36470 Jindo-gun
3647011	113	Jindo-eup	3647011 Jindo-eup
3647031	61	Gunnae-myeon	3647031 Gunnae-myeon
3647032	268	Gogun-myeon	3647032 Gogun-myeon
3647033	233	Uisin-myeon	3647033 Uisin-myeon
3647034	147	Imhoe-myeon	3647034 Imhoe-myeon
3647035	41	Jisan-myeon	3647035 Jisan-myeon
3647036	61	Jodo-myeon	3647036 Jodo-myeon
36480	817	Sinan-gun	36480 Sinan-gun
3648011	129	Jido-eup	3648011 Jido-eup
3648012	172	Aphae-eup	3648012 Aphae-eup
3648031	18	Jeungdo-myeon	3648031 Jeungdo-myeon
3648032	46	Imja-myeon	3648032 Imja-myeon
3648033	38	Jaeun-myeon	3648033 Jaeun-myeon
3648034	36	Bigeum-myeon	3648034 Bigeum-myeon
3648035	18	Docho-myeon	3648035 Docho-myeon
3648036	140	Heuksan-myeon	3648036 Heuksan-myeon
3648037	27	Haui-myeon	3648037 Haui-myeon
3648038	48	Sinui-myeon	3648038 Sinui-myeon
3648039	40	Jangsan-myeon	3648039 Jangsan-myeon
3648040	66	Anjwa-myeon	3648040 Anjwa-myeon
3648041	10	Palgeum-myeon	3648041 Palgeum-myeon
3648042	29	Amtae-myeon	3648042 Amtae-myeon
37	57565	Gyeongsangbuk-do	37 Gyeongsangbuk-do
37004	18153	Total for eups	37004 Total for eups
37005	19706	Total for myeons	37005 Total for myeons
37003	19706	Total for dongs	37003 Total for dongs
37010	5859	Pohang-si	37010 Pohang-si
37011	3500	Nam-gu	37011 Nam-gu
3701111	784	Guryongpo-eup	3701111 Guryongpo-eup
3701112	251	Yeonil-eup	3701112 Yeonil-eup
3701113	582	Ocheon-eup	3701113 Ocheon-eup
3701131	275	Daesong-myeon	3701131 Daesong-myeon
3701132	106	Donghae-myeon	3701132 Donghae-myeon
3701133	194	Janggi-myeon	3701133 Janggi-myeon
3701135	98	Homigot-myeon	3701135 Homigot-myeon
3701155	98	Songdo-dong	3701155 Songdo-dong
3701156	54	Cheongnim-dong	3701156 Cheongnim-dong
3701157	93	Jecheol-dong	3701157 Jecheol-dong
3701158	439	Hyogok-dong	3701158 Hyogok-dong
3701159	177	Daei-dong	3701159 Daei-dong
3701160	215	Sangdae-dong	3701160 Sangdae-dong
3701161	134	Haedo-dong	3701161 Haedo-dong
37012	2359	Buk-gu	37012 Buk-gu
3701211	690	Heunghae-eup	3701211 Heunghae-eup
3701231	20	Singwang-myeon	3701231 Singwang-myeon
3701232	128	Cheongha-myeon	3701232 Cheongha-myeon
3701233	62	Songna-myeon	3701233 Songna-myeon
3701234	68	Gigye-myeon	3701234 Gigye-myeon
3701235	23	Jukjang-myeon	3701235 Jukjang-myeon
3701236	38	Gibuk-myeon	3701236 Gibuk-myeon
3701258	71	Yanghak-dong	3701258 Yanghak-dong
3701261	116	Yongheung-dong	3701261 Yongheung-dong
3701263	105	Uchang-dong	3701263 Uchang-dong
3701264	139	Duho-dong	3701264 Duho-dong
3701265	437	Jangnyang-dong	3701265 Jangnyang-dong
3701266	63	Hwanyeo-dong	3701266 Hwanyeo-dong
3701267	224	Jungang-dong	3701267 Jungang-dong
3701268	175	Jukdo-dong	3701268 Jukdo-dong
37020	11118	Gyeongju-si	37020 Gyeongju-si
3702011	524	Gampo-eup	3702011 Gampo-eup
3702012	365	Angang-eup	3702012 Angang-eup
3702013	198	Geoncheon-eup	3702013 Geoncheon-eup
3702014	3908	Oedong-eup	3702014 Oedong-eup
3702031	135	Yangbuk-myeon	3702031 Yangbuk-myeon
3702032	65	Yangnam-myeon	3702032 Yangnam-myeon
3702033	362	Naenam-myeon	3702033 Naenam-myeon
3702034	40	Sannae-myeon	3702034 Sannae-myeon
3702035	132	Seo-myeon	3702035 Seo-myeon
3702036	225	Hyeongok-myeon	3702036 Hyeongok-myeon
3702037	295	Gangdong-myeon	3702037 Gangdong-myeon
3702038	495	Cheonbuk-myeon	3702038 Cheonbuk-myeon
3702051	353	Jungbu-dong	3702051 Jungbu-dong
3702055	2392	Seonggeon-dong	3702055 Seonggeon-dong
3702058	51	Wolseong-dong	3702058 Wolseong-dong
3702059	232	Seondo-dong	3702059 Seondo-dong
3702062	183	Yonggang-dong	3702062 Yonggang-dong
3702063	172	Hwangseong-dong	3702063 Hwangseong-dong
3702064	440	Dongcheon-dong	3702064 Dongcheon-dong
3702066	184	Bulguk-dong	3702066 Bulguk-dong
3702067	68	Bodeok-dong	3702067 Bodeok-dong
3702068	202	Hwango-dong	3702068 Hwango-dong
3702069	97	Hwangnam-dong	3702069 Hwangnam-dong
37030	2167	Gimcheon-si	37030 Gimcheon-si
3703011	161	Apo-eup	3703011 Apo-eup
3703031	57	Nongso-myeon	3703031 Nongso-myeon
3703032	74	Nam-myeon	3703032 Nam-myeon
3703033	82	Gaeryeong-myeon	3703033 Gaeryeong-myeon
3703034	97	Gammun-myeon	3703034 Gammun-myeon
3703035	77	Eomo-myeon	3703035 Eomo-myeon
3703036	75	Bongsan-myeon	3703036 Bongsan-myeon
3703037	24	Daehang-myeon	3703037 Daehang-myeon
3703038	47	Gamcheon-myeon	3703038 Gamcheon-myeon
3703039	95	Joma-myeon	3703039 Joma-myeon
3703040	24	Guseong-myeon	3703040 Guseong-myeon
3703041	75	Jirye-myeon	3703041 Jirye-myeon
3703042	12	Buhang-myeon	3703042 Buhang-myeon
3703043	12	Daedeok-myeon	3703043 Daedeok-myeon
3703044	7	Jeungsan-myeon	3703044 Jeungsan-myeon
3703055	44	Yanggeum-dong	3703055 Yanggeum-dong
3703056	760	Daesin-dong	3703056 Daesin-dong
3703058	134	Daegok-dong	3703058 Daegok-dong
3703059	83	Jijwa-dong	3703059 Jijwa-dong
3703060	103	Jasan-dong	3703060 Jasan-dong
3703061	93	Pyeonghwanamsan-dong	3703061 Pyeonghwanamsan-dong
3703062	31	Yulgok-dong	3703062 Yulgok-dong
37040	1500	Andong-si	37040 Andong-si
3704011	97	Pungsan-eup	3704011 Pungsan-eup
3704031	41	Waryong-myeon	3704031 Waryong-myeon
3704032	42	Bukhu-myeon	3704032 Bukhu-myeon
3704033	46	Seohu-myeon	3704033 Seohu-myeon
3704034	53	Pungcheon-myeon	3704034 Pungcheon-myeon
3704035	70	Iljik-myeon	3704035 Iljik-myeon
3704036	69	Namhu-myeon	3704036 Namhu-myeon
3704037	19	Namseon-myeon	3704037 Namseon-myeon
3704038	61	Imha-myeon	3704038 Imha-myeon
3704039	38	Giran-myeon	3704039 Giran-myeon
3704040	33	Imdong-myeon	3704040 Imdong-myeon
3704041	16	Yean-myeon	3704041 Yean-myeon
3704042	12	Dosan-myeon	3704042 Dosan-myeon
3704043	35	Nokjeon-myeon	3704043 Nokjeon-myeon
3704051	48	Junggu-dong	3704051 Junggu-dong
3704052	13	Myeongnyun-dong	3704052 Myeongnyun-dong
3704054	351	Yongsang-dong	3704054 Yongsang-dong
3704056	75	Taehwa-dong	3704056 Taehwa-dong
3704058	24	Pyeonghwa-dong	3704058 Pyeonghwa-dong
3704059	30	Angi-dong	3704059 Angi-dong
3704060	125	Ok-dong	3704060 Ok-dong
3704061	85	Songha-dong	3704061 Songha-dong
3704062	54	Seogu-dong	3704062 Seogu-dong
3704063	63	Gangnam-dong	3704063 Gangnam-dong
37050	6965	Gumi-si	37050 Gumi-si
3705011	154	Seonsan-eup	3705011 Seonsan-eup
3705012	349	Goa-eup	3705012 Goa-eup
3705031	33	Mueul-myeon	3705031 Mueul-myeon
3705032	46	Okseong-myeon	3705032 Okseong-myeon
3705033	103	Dogae-myeon	3705033 Dogae-myeon
3705034	91	Haepyeong-myeon	3705034 Haepyeong-myeon
3705035	627	Sandong-myeon	3705035 Sandong-myeon
3705036	242	Jangcheon-myeon	3705036 Jangcheon-myeon
3705051	103	Songjeong-dong	3705051 Songjeong-dong
3705052	70	Wonpyeong 1(il)-dong	3705052 Wonpyeong 1(il)-dong
3705053	30	Wonpyeong 2(i)-dong	3705053 Wonpyeong 2(i)-dong
3705055	137	Doryang-dong	3705055 Doryang-dong
3705056	41	Jisan-dong	3705056 Jisan-dong
3705057	411	Seonjuwonnam-dong	3705057 Seonjuwonnam-dong
3705059	79	Hyeonggok 1(il)-dong	3705059 Hyeonggok 1(il)-dong
3705060	79	Hyeonggok 2(i)-dong	3705060 Hyeonggok 2(i)-dong
3705061	96	Sinpyeong 1(il)-dong	3705061 Sinpyeong 1(il)-dong
3705062	85	Sinpyeong 2(i)-dong	3705062 Sinpyeong 2(i)-dong
3705063	76	Bisan-dong	3705063 Bisan-dong
3705064	293	Gongdan 1(il)-dong	3705064 Gongdan 1(il)-dong
3705065	921	Gongdan 2(i)-dong	3705065 Gongdan 2(i)-dong
3705066	32	Gwangpyeong-dong	3705066 Gwangpyeong-dong
3705067	619	Sangmosagok-dong	3705067 Sangmosagok-dong
3705069	186	Imo-dong	3705069 Imo-dong
3705070	730	Indong-dong	3705070 Indong-dong
3705071	584	Jinmi-dong	3705071 Jinmi-dong
3705072	748	Yangpo-dong	3705072 Yangpo-dong
37060	939	Yeongju-si	37060 Yeongju-si
3706011	291	Punggi-eup	3706011 Punggi-eup
3706031	25	Isan-myeon	3706031 Isan-myeon
3706032	17	Pyeongeun-myeon	3706032 Pyeongeun-myeon
3706033	36	Munsu-myeon	3706033 Munsu-myeon
3706034	70	Jangsu-myeon	3706034 Jangsu-myeon
3706035	30	Anjeong-myeon	3706035 Anjeong-myeon
3706036	19	Bonghyeon-myeon	3706036 Bonghyeon-myeon
3706037	6	Sunheung-myeon	3706037 Sunheung-myeon
3706038	5	Dansan-myeon	3706038 Dansan-myeon
3706039	20	Buseok-myeon	3706039 Buseok-myeon
3706051	55	Sangmang-dong	3706051 Sangmang-dong
3706053	39	Hamang-dong	3706053 Hamang-dong
3706055	21	Yeongju 1(il)-dong	3706055 Yeongju 1(il)-dong
3706058	24	Yeongju 2(i)-dong	3706058 Yeongju 2(i)-dong
3706059	39	Hyucheon 1(il)-dong	3706059 Hyucheon 1(il)-dong
3706060	40	Hyucheon 2(i)-dong	3706060 Hyucheon 2(i)-dong
3706061	49	Hyucheon 3(sam)-dong	3706061 Hyucheon 3(sam)-dong
3706062	97	Gaheung 1(il)-dong	3706062 Gaheung 1(il)-dong
3706063	56	Gaheung 2(i)-dong	3706063 Gaheung 2(i)-dong
37070	3455	Yeongcheon-si	37070 Yeongcheon-si
3707011	566	Geumho-eup	3707011 Geumho-eup
3707031	201	Cheongtong-myeon	3707031 Cheongtong-myeon
3707032	161	Sinnyeong-myeon	3707032 Sinnyeong-myeon
3707033	81	Hwasan-myeon	3707033 Hwasan-myeon
3707034	18	Hwabuk-myeon	3707034 Hwabuk-myeon
3707035	38	Hwanam-myeon	3707035 Hwanam-myeon
3707036	9	Jayang-myeon	3707036 Jayang-myeon
3707037	141	Imgo-myeon	3707037 Imgo-myeon
3707038	233	Gogyeong-myeon	3707038 Gogyeong-myeon
3707039	230	Bugan-myeon	3707039 Bugan-myeon
3707040	450	Daechang-myeon	3707040 Daechang-myeon
3707051	535	Dongbu-dong	3707051 Dongbu-dong
3707052	100	Jungang-dong	3707052 Jungang-dong
3707053	105	Seobu-dong	3707053 Seobu-dong
3707054	72	Wansan-dong	3707054 Wansan-dong
3707055	515	Nambu-dong	3707055 Nambu-dong
37080	1023	Sangju-si	37080 Sangju-si
3708011	53	Hamchang-eup	3708011 Hamchang-eup
3708031	22	Sabeol-myeon	3708031 Sabeol-myeon
3708032	15	Jungdong-myeon	3708032 Jungdong-myeon
3708033	38	Nakdong-myeon	3708033 Nakdong-myeon
3708034	29	Cheongni-myeon	3708034 Cheongni-myeon
3708035	76	Gongseong-myeon	3708035 Gongseong-myeon
3708036	13	Oenam-myeon	3708036 Oenam-myeon
3708037	25	Naeseo-myeon	3708037 Naeseo-myeon
3708038	47	Modong-myeon	3708038 Modong-myeon
3708039	55	Moseo-myeon	3708039 Moseo-myeon
3708040	59	Hwadong-myeon	3708040 Hwadong-myeon
3708041	59	Hwaseo-myeon	3708041 Hwaseo-myeon
3708042	5	Hwabuk-myeon	3708042 Hwabuk-myeon
3708043	24	Oeseo-myeon	3708043 Oeseo-myeon
3708044	14	Euncheok-myeon	3708044 Euncheok-myeon
3708045	21	Gonggeom-myeon	3708045 Gonggeom-myeon
3708046	20	Ian-myeon	3708046 Ian-myeon
3708047	15	Hwanam-myeon	3708047 Hwanam-myeon
3708052	76	Namwon-dong	3708052 Namwon-dong
3708053	79	Bungmun-dong	3708053 Bungmun-dong
3708054	45	Gyerim-dong	3708054 Gyerim-dong
3708055	116	Dongmun-dong	3708055 Dongmun-dong
3708056	34	Dongseong-dong	3708056 Dongseong-dong
3708057	83	Sinheung-dong	3708057 Sinheung-dong
37090	759	Mungyeong-si	37090 Mungyeong-si
3709011	68	Mungyeong-eup	3709011 Mungyeong-eup
3709012	41	Gaeun-eup	3709012 Gaeun-eup
3709031	46	Yeongsun-myeon	3709031 Yeongsun-myeon
3709032	58	Sanyang-myeon	3709032 Sanyang-myeon
3709033	27	Hogye-myeon	3709033 Hogye-myeon
3709034	29	Sanbuk-myeon	3709034 Sanbuk-myeon
3709035	29	Dongno-myeon	3709035 Dongno-myeon
3709036	96	Maseong-myeon	3709036 Maseong-myeon
3709037	34	Nongam-myeon	3709037 Nongam-myeon
3709057	34	Jeomchon 1(il)-dong	3709057 Jeomchon 1(il)-dong
3709058	72	Jeomchon 2(i)-dong	3709058 Jeomchon 2(i)-dong
3709059	86	Jeomchon 3(sam)-dong	3709059 Jeomchon 3(sam)-dong
3709060	65	Jeomchon 4(sa)-dong	3709060 Jeomchon 4(sa)-dong
3709061	74	Jeomchon 5(o)-dong	3709061 Jeomchon 5(o)-dong
37100	8472	Gyeongsan-si	37100 Gyeongsan-si
3710011	876	Hayang-eup	3710011 Hayang-eup
3710012	2691	Jillyang-eup	3710012 Jillyang-eup
3710031	340	Wachon-myeon	3710031 Wachon-myeon
3710032	643	Jain-myeon	3710032 Jain-myeon
3710033	51	Yongseong-myeon	3710033 Yongseong-myeon
3710034	265	Namsan-myeon	3710034 Namsan-myeon
3710035	608	Amnyang-myeon	3710035 Amnyang-myeon
3710036	153	Namcheon-myeon	3710036 Namcheon-myeon
3710051	56	Jungang-dong	3710051 Jungang-dong
3710052	1173	Dongbu-dong	3710052 Dongbu-dong
3710053	206	Seobu 1(il)-dong	3710053 Seobu 1(il)-dong
3710054	138	Nambu-dong	3710054 Nambu-dong
3710055	1091	Bukbu-dong	3710055 Bukbu-dong
3710056	93	Jungbang-dong	3710056 Jungbang-dong
3710057	88	Seobu 2(i)-dong	3710057 Seobu 2(i)-dong
37310	683	Gunwi-gun	37310 Gunwi-gun
3731011	325	Gunwi-eup	3731011 Gunwi-eup
3731031	25	Sobo-myeon	3731031 Sobo-myeon
3731032	244	Hyoryeong-myeon	3731032 Hyoryeong-myeon
3731033	26	Bugye-myeon	3731033 Bugye-myeon
3731034	17	Ubo-myeon	3731034 Ubo-myeon
3731035	22	Uiheung-myeon	3731035 Uiheung-myeon
3731036	14	Sanseong-myeon	3731036 Sanseong-myeon
3731037	10	Goro-myeon	3731037 Goro-myeon
37320	906	Uiseong-gun	37320 Uiseong-gun
3732011	196	Uiseong-eup	3732011 Uiseong-eup
3732031	159	Danchon-myeon	3732031 Danchon-myeon
